AppID,Name,Release date,release_year,studio_name,studio_city,studio_state,studio_state_full,studio_type,studio_tags,Price,owners_estimate,Peak CCU,Positive,Negative,total_reviews,review_pct_positive,Metacritic score,Recommendations,Average playtime forever,Median playtime forever,Windows,Mac,Linux,Genres,Categories,Tags,Supported languages,Developers,Publishers
2009650,Desta: The Memories Between,2023-04-25,2023,ustwo,,,,Studio,,3.39,10000.0,2,86,17,103,83.5,,108,0,0,True,False,False,"Action,Casual,Sports,Strategy","Single-player,Steam Achievements,Full controller support,Adjustable Text Size,Camera Comfort,Color Alternatives,Custom Volume Controls,Adjustable Difficulty,Mouse Only Option,Playable without Timed Input,Save Anytime,Stereo Sound,Steam Cloud,Family Sharing","Story Rich,Turn-Based Tactics,Rogue-lite,Action Roguelike,Rogue-like,Team-Based,Visual Novel,Turn-Based Strategy,Strategy,Strategy RPG,Sports,Casual,LGBTQ+,3D,Top-Down,Isometric,Surreal,Action,RPG,Singleplayer","['English', 'French', 'Italian', 'German', 'Arabic', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Spanish - Latin America', 'Swedish', 'Thai', 'Traditional Chinese', 'Spanish - Spain', 'Turkish']",ustwo games,ustwo games
47830,Medal of Honor™,2010-10-12,2010,Electronic Arts,Melbourne,VIC,Victoria,Publisher,,4.99,1500000.0,1,3382,1403,4785,70.7,72,6384,200,45,True,False,False,Action,"Single-player,Multi-player,Family Sharing","FPS,Action,Shooter,Military,Singleplayer,Multiplayer,First-Person,War,Modern,Realistic,America,Linear,Co-op,Mature,Stealth,Controller,Open World,Masterpiece,Atmospheric","['English', 'French', 'German', 'Italian', 'Spanish - Spain', 'Polish', 'Russian', 'Traditional Chinese']",Electronic Arts,Electronic Arts
456670,Hand of Fate 2,2017-11-07,2017,Defiant Development,Brisbane,QLD,Queensland,Studio,Console|PC,29.99,350000.0,15,4795,885,5680,84.4,80,5207,1040,243,True,True,True,"Action,Indie,RPG","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Steam Leaderboards,Remote Play on TV,Family Sharing","RPG,Roguelike Deckbuilder,Card Game,Action,Deckbuilding,Rogue-lite,Indie,Action Roguelike,Singleplayer,Board Game,Fantasy,Rogue-like,Dungeon Crawler,Hack and Slash,Choices Matter,Strategy,Third Person,Action RPG,Atmospheric,Female Protagonist","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Polish']",Defiant Development,Defiant Development
907770,STONE,2018-09-21,2018,Convict Games,Melbourne,VIC,Victoria,Studio,Console|PC,3.99,10000.0,0,72,36,108,66.7,55,0,0,0,True,True,False,"Adventure,Casual,Indie","Single-player,Steam Achievements,Full controller support,Family Sharing","Indie,Casual,Adventure,Great Soundtrack,Story Rich,Funny,Walking Simulator,LGBTQ+","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Spanish - Latin America']",Convict Games,Convict Games
707060,Beast Quest,2018-03-13,2018,Torus Games,Melbourne,VIC,Victoria,Studio,Console|PC,1.99,10000.0,0,26,40,66,39.4,,0,1278,1278,True,False,False,"Action,Adventure,RPG","Single-player,Steam Achievements,Partial Controller Support,Family Sharing","Based On A Novel,Family Friendly,RPG,Adventure,Action,Singleplayer,Story Rich,Exploration,Third Person,Action RPG,3D,Fantasy,Dragons,Magic,Open World,Turn-Based Combat,Snow,Nudity,Souls-like,Clicker","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Portuguese - Brazil']",Torus Games,Maximum Games
914170,Duck Life 7: Battle,2018-08-29,2018,Wix Games,Brighton,VIC,Victoria,Studio,Indie,4.99,35000.0,2,260,79,339,76.7,,339,135,160,True,True,False,"Adventure,Casual,Indie,RPG,Sports","Single-player,Partial Controller Support,Steam Leaderboards,Family Sharing","RPG,Indie,Casual,Adventure,Sports","['English', 'French', 'Thai', 'German', 'Spanish - Spain']","Wix Games,MAD.com",MoFunZone Inc
7760,X-COM: UFO Defense,2008-09-04,2008,MicroProse,,,,Publisher,,1.24,1500000.0,49,3602,197,3799,94.8,,3114,447,12,True,False,False,Strategy,"Single-player,Family Sharing","Strategy,Classic,Turn-Based Strategy,Sci-fi,Aliens,Turn-Based,Tactical,Singleplayer,Turn-Based Tactics,Difficult,Isometric,Old School,Unforgiving,Base-Building,1990's,Retro,Addictive,Simulation,Atmospheric,Management",['English'],"MicroProse Software, Inc",2K
1004610,Roombo: First Blood,2019-08-07,2019,Samurai Punk,Melbourne,VIC,Victoria,Other,Indie|PC,0.99,35000.0,0,338,43,381,88.7,,275,73,83,True,True,False,"Action,Indie","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Custom Volume Controls,Playable without Timed Input,Stereo Sound,Steam Cloud,Remote Play on TV,Family Sharing","Action,Violent,Stealth,Funny,Dark Humor,Stylized,Dark Comedy,Singleplayer,Great Soundtrack,Gore,Robots,Comedy,Action-Adventure,Simulation,Indie,Top-Down,Hacking,Short,Crime","['English', 'French', 'German', 'Dutch', 'Japanese', 'Korean', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese']",Samurai Punk,Samurai Punk
292600,Duet,2015-08-03,2015,Kumobius,Melbourne,VIC,Victoria,Studio,,1.99,35000.0,0,771,43,814,94.7,,417,158,221,True,True,True,"Action,Indie","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud,Steam Leaderboards,Family Sharing","Indie,Action,Minimalist,Great Soundtrack,Difficult,Casual,Singleplayer,Puzzle,2D,Rhythm,Atmospheric","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Simplified Chinese', 'Traditional Chinese', 'Russian']",Kumobius,Kumobius
1048890,Paper Fire Rookie Arcade,2019-04-01,2019,Ultimerse,Melbourne,VIC,Victoria,Service,VR,6.99,10000.0,0,0,0,0,,,0,0,0,True,False,False,"Action,Adventure,Indie","Single-player,Tracked Controller Support,VR Only,Family Sharing",,"['English', 'Korean']",Ultimerse,Ultimerse
2503150,Coast Defender,2023-11-09,2023,Secret Lab,Hobart,TAS,Tasmania,Service,Adventure|Educational,0.0,10000.0,0,0,0,0,,,0,0,0,True,False,False,Action,"Single-player,Steam Achievements,In-App Purchases",,['English'],SecretLab,Matryoshka
347230,1942: The Pacific Air War,2015-04-01,2015,MicroProse,,,,Publisher,,1.74,10000.0,0,27,22,49,55.1,,0,17,17,True,True,True,"Simulation,Strategy","Single-player,Family Sharing","Simulation,Strategy,World War II,Flight,Retro",['English'],"MicroProse Software, Inc","Atari,Nightdive Studios"
290340,Armello,2015-09-01,2015,League of Geeks,Melbourne,VIC,Victoria,Studio,PC,6.24,1500000.0,61,12911,2848,15759,81.9,75,10905,1276,302,True,True,True,"Adventure,Indie,RPG,Strategy","Single-player,Multi-player,PvP,Online PvP,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,In-App Purchases,Steam Cloud,Valve Anti-Cheat enabled,Remote Play on TV,Family Sharing","Board Game,PvP,Turn-Based Strategy,Card Game,Turn-Based,Strategy,RPG,Dark Fantasy,3D,Atmospheric,Hand-drawn,2D,Tabletop,Multiple Endings,Fantasy,Hex Grid,Lore-Rich,Adventure,Tactical RPG,Grand Strategy","['English', 'Italian', 'Spanish - Spain', 'Dutch', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'French', 'German', 'Simplified Chinese', 'Traditional Chinese']",League of Geeks,League of Geeks
2139350,Dead Second,2022-10-14,2022,Spunge Games,Brisbane,QLD,Queensland,Studio,Mobile,7.49,10000.0,0,40,4,44,90.9,,0,0,0,True,False,False,"Action,Indie","Single-player,Steam Achievements,Tracked Controller Support,VR Only,Steam Cloud,Steam Leaderboards,Family Sharing","Action,Arcade,Shooter,FPS,VR,Hero Shooter,Shoot 'Em Up,3D,Cartoon,Assassin,Indie,Dark,Violent,Bullet Time,Combat,Singleplayer",['English'],Spunge Games Pty Ltd,Spunge Games Pty Ltd
3297160,NoRush!,2025-03-04,2025,Five Star Games,Sydney,NSW,New South Wales,Other,Hardware,1.19,10000.0,0,3,0,3,100.0,,0,0,0,True,False,False,"Action,Adventure,Casual,Indie","Single-player,Steam Achievements,Family Sharing","Action,Dragons,3D Platformer,Arcade,Adventure,Third Person,Singleplayer,Magic,Platformer,Stylized,3D,Precision Platformer,Funny,Casual,Fantasy,Difficult,Atmospheric,Cartoon,Indie",['English'],FiveStar,FiveStar
286730,Gunship!,2014-07-11,2014,MicroProse,,,,Publisher,,4.89,10000.0,0,43,46,89,48.3,,0,165,247,True,False,False,"Action,Simulation","Single-player,Family Sharing","Simulation,Action,Flight,Military",['English'],MicroProse Software,MicroProse Software
1962663,Call of Duty®: Warzone™,2022-11-16,2022,Sledgehammer Games,Melbourne,VIC,Victoria,Studio,,0.0,0.0,0,0,0,0,,,9607,0,0,True,False,False,"Action,Free To Play","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Captions available,In-App Purchases",,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese']","Infinity Ward,Raven Software,Beenox,Treyarch,High Moon Studios,Sledgehammer Games,Activision Shanghai,Demonware,Toys for Bob",Activision
1321270,Duck Life 8: Adventure,2020-06-22,2020,Wix Games,Brighton,VIC,Victoria,Studio,Indie,5.99,10000.0,1,348,39,387,89.9,,394,856,1675,True,True,False,"Adventure,Casual,Racing,RPG,Sports","Single-player,Multi-player,MMO,Cross-Platform Multiplayer,Full controller support,Family Sharing","Adventure,Casual,RPG,Sports,Racing",['English'],Wix Games,MoFunZone Inc.
1202900,Assemble with Care,2020-03-26,2020,ustwo,,,,Studio,,1.99,350000.0,12,7890,800,8690,90.8,,8064,97,96,True,False,False,"Casual,Indie","Single-player,Steam Achievements,Camera Comfort,Color Alternatives,Custom Volume Controls,Mouse Only Option,Playable without Timed Input,Save Anytime,Steam Cloud,Family Sharing","Casual,Indie,Puzzle,Relaxing,Short,Female Protagonist,Singleplayer,Story Rich,Beautiful,Family Friendly,Great Soundtrack,Cute,Atmospheric,Colorful,Visual Novel,Cozy,Point & Click,Simulation","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Japanese', 'Dutch', 'Korean', 'Portuguese - Portugal', 'Simplified Chinese', 'Traditional Chinese', 'Turkish', 'Russian']",ustwo games,ustwo games
327920,BloodNet,2014-10-17,2014,MicroProse,,,,Publisher,,1.74,35000.0,0,26,23,49,53.1,,0,0,0,True,True,True,Adventure,"Single-player,Family Sharing","Adventure,Vampire,Cyberpunk,Point & Click,Horror,Classic,RPG,1990's",['English'],"MicroProse Software, Inc","Atari,Nightdive Studios"
856880,Fighting Fantasy Classics,2018-06-05,2018,Tin Man Games,Melbourne,VIC,Victoria,Studio,,0.0,150000.0,2,255,63,318,80.2,,0,1491,2961,True,True,False,"Indie,RPG,Free To Play","Single-player,Steam Achievements,In-App Purchases,Steam Cloud","Choose Your Own Adventure,RPG,Interactive Fiction,Fantasy,Choices Matter,Indie,Free to Play,Text-Based,Story Rich,Adventure,Dungeons & Dragons,Singleplayer,Tabletop,Sci-fi,Fighting,Action,Old School,CRPG,Cozy,Classic",['English'],Tin Man Games,Tin Man Games
2211730,KILLBUG,2023-05-03,2023,Samurai Punk,Melbourne,VIC,Victoria,Other,Indie|PC,1.95,35000.0,0,428,10,438,97.7,,428,786,797,True,False,False,Action,"Single-player,Steam Achievements,Camera Comfort,Playable without Timed Input,Stereo Sound,Partial Controller Support,Steam Leaderboards,Family Sharing","Arena Shooter,FPS,Action,Difficult,Shooter,3D,First-Person,Fast-Paced,Horror,Combat,Singleplayer,Violent,Great Soundtrack,Boomer Shooter,Stylized",['English'],"Samurai Punk,Nicholas McDonnell","Neon Doctrine,Samurai Punk"
1641700,Moving Out 2,2023-08-15,2023,SMG Studio,Sydney,NSW,New South Wales,Studio,Console|PC|Mobile,7.49,35000.0,14,308,77,385,80.0,,327,259,135,True,False,False,"Action,Casual,Indie,Simulation","Single-player,Multi-player,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Adjustable Text Size,Camera Comfort,Custom Volume Controls,Adjustable Difficulty,Playable without Timed Input,Subtitle Options,Steam Cloud,Remote Play Together,Family Sharing","Casual,Satire,Colorful,Stylized,Cartoony,1980s,Simulation,Driving,3D,Online Co-Op,Multiplayer,Family Friendly,Physics,Local Co-Op,Local Multiplayer,Action,Co-op,Puzzle,Singleplayer,Action-Adventure","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Korean', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Japanese', 'Polish', 'Portuguese - Brazil', 'Swedish']","SMG Studio,Devm Games",Team17
328430,Rex Nebular and the Cosmic Gender Bender,2014-10-17,2014,MicroProse,,,,Publisher,,1.74,35000.0,0,26,18,44,59.1,,0,47,47,True,True,True,Adventure,"Single-player,Family Sharing","Adventure,Point & Click,1990's,Sci-fi,Classic,Comedy,Pixel Graphics",['English'],"MicroProse Software, Inc.","Atari,Nightdive Studios"
3468660,Rugby League 26,2025-07-16,2025,Big Ant Studios,Melbourne,VIC,Victoria,Studio,Console|PC,59.99,10000.0,0,0,0,0,,,456,471,471,True,False,False,"Simulation,Sports","Single-player,Multi-player,PvP,Online PvP,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,In-App Purchases,Partial Controller Support,Steam Cloud,Family Sharing",,"['English', 'French']",Big Ant Studios,Nacon
543740,Medieval Story,2017-08-04,2017,Odd Games,Adelaide,SA,South Australia,Studio,Mobile,12.99,10000.0,0,3,2,5,60.0,,0,0,0,True,False,False,"Violent,Gore,Action,Adventure,Indie","Single-player,Steam Achievements,Family Sharing","Adventure,Indie,Action,Gore,Violent,Isometric,Medieval",['English'],OddGames,OddGames
703200,Jumphobia Classic,2017-09-04,2017,Wix Games,Brighton,VIC,Victoria,Studio,Indie,2.99,10000.0,1,13,5,18,72.2,,0,0,0,True,True,False,"Action,Casual,Indie","Single-player,Includes level editor,Family Sharing","Precision Platformer,2D Platformer,Puzzle-Platformer,Puzzle,Difficult,Platformer,Arcade,2D,Linear,Action,Casual,Minimalist,Family Friendly,Logic,Level Editor,Physics,Singleplayer,8-bit Music,Stylized,Indie",['English'],Wix Games,
331650,Carmageddon TDR 2000,2014-12-04,2014,Torus Games,Melbourne,VIC,Victoria,Studio,Console|PC,1.99,75000.0,1,338,121,459,73.6,,298,37,53,True,False,False,"Action,Indie,Racing","Single-player,Multi-player,Family Sharing","Combat Racing,Racing,Action,Indie,Gore,Multiplayer,Classic,Singleplayer,Driving,Vehicular Combat",['English'],Torus Games,THQ Nordic
692690,Dance Collider,2019-11-01,2019,Emerge Worlds,Brisbane,QLD,Queensland,Service,VR,1.49,10000.0,1,153,34,187,81.8,,167,77,85,True,False,False,"Action,Casual,Indie,Sports","Single-player,Steam Achievements,Tracked Controller Support,VR Only,Steam Leaderboards,Includes level editor,Family Sharing","Indie,VR,Rhythm,Moddable,Arcade,Music,Level Editor,Casual,Futuristic,Action,Cyberpunk,Sci-fi,Anime,Boxing,Sports,Memes,Atmospheric,Music-Based Procedural Generation,Character Action Game,Beat 'em up","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean']",emergeWorlds,emergeWorlds
327390,Sid Meier's Covert Action (Classic),2014-10-09,2014,MicroProse,,,,Publisher,,1.74,35000.0,0,136,14,150,90.7,,134,257,295,True,True,True,"Adventure,Simulation","Single-player,Family Sharing","Adventure,Simulation,Classic,Pixel Graphics,Puzzle",['English'],"MicroProse Software, Inc","Atari,Nightdive Studios"
1904160,Trainz Plus,2022-05-30,2022,N3V Games,Helensvale,QLD,Queensland,Publisher,,7.99,10000.0,23,82,29,111,73.9,,116,0,0,True,True,False,Simulation,"Single-player,Multi-player,Co-op,Online Co-op,Cross-Platform Multiplayer,Includes level editor,Family Sharing","Simulation,Trains,Level Editor,Sandbox,Realistic,3D,Third Person,Building,Driving,Transportation,Multiplayer,Open World,Historical,Relaxing,Moddable,Physics,Resource Management,Tutorial,Co-op,Singleplayer","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Dutch', 'Polish', 'Russian']",N3V Games,N3V Games
1347550,Tiny Combat Arena,2022-02-22,2022,MicroProse,,,,Publisher,,13.99,75000.0,5,1260,170,1430,88.1,,1409,194,208,True,False,False,"Action,Simulation,Early Access","Single-player,Steam Workshop,Partial Controller Support,Steam Cloud,Family Sharing","Early Access,Simulation,Flight,Jet,Cold War,Stylized,3D,Wargame,Retro,1980s,Colorful,Military,1990's,War,Nonlinear,Vehicular Combat,Pixel Graphics,Combat,Singleplayer,Inventory Management",['English'],"Why485,MicroProse Software",MicroProse Software
444170,Unhack 2,2017-01-12,2017,InvertMouse,Sydney,NSW,New South Wales,Studio,,5.99,10000.0,0,78,6,84,92.9,,0,191,191,True,True,True,Indie,"Single-player,Steam Achievements,Steam Trading Cards,Family Sharing","Indie,Visual Novel,Anime,Story Rich,Nudity",['English'],InvertMouse,InvertMouse
3606480,Call of Duty®: Black Ops 7,2025-11-13,2025,Sledgehammer Games,Melbourne,VIC,Victoria,Studio,,48.99,10000.0,0,0,0,0,,,2840,0,0,True,False,False,Action,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Captions available,In-App Purchases,Adjustable Text Size,Camera Comfort,Color Alternatives,Custom Volume Controls,Playable without Timed Input,Stereo Sound,Subtitle Options,Surround Sound,Partial Controller Support,HDR available",,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Korean', 'Polish', 'Russian', 'Traditional Chinese', 'Japanese', 'Spanish - Latin America', 'Arabic', 'Simplified Chinese', 'Portuguese - Brazil']","Treyarch,Raven Software,Beenox,High Moon Studios,Sledgehammer Games,Infinity Ward,Activision Shanghai,Demonware",Activision
327930,Darklands,2014-10-17,2014,MicroProse,,,,Publisher,,2.44,75000.0,2,207,22,229,90.4,,209,17,25,True,True,True,"Adventure,RPG","Single-player,Family Sharing","RPG,Adventure,Medieval,Classic,Open World,Historical,Retro,Singleplayer,Sandbox,Old School,Pixel Graphics,1990's,Real-Time with Pause","['English', 'German']","MPS Labs,MicroProse",Ziggurat
1844030,Cricket 22 - Academy Creation Tools,2021-12-14,2021,Big Ant Studios,Melbourne,VIC,Victoria,Studio,Console|PC,0.0,0.0,0,0,0,0,,,0,0,0,True,False,False,Sports,"Single-player,Full controller support,Steam Cloud",,['English'],Big Ant Studios,Nacon
711430,Miss Fisher and the Deathly Maze,2018-02-12,2018,Tin Man Games,Melbourne,VIC,Victoria,Studio,,1.59,10000.0,0,55,10,65,84.6,,0,0,0,True,True,False,"Adventure,Casual,Indie","Single-player,Family Sharing","Adventure,Indie,Casual,Visual Novel,Story Rich,Detective,Female Protagonist",['English'],Tin Man Games,Tin Man Games
2264340,TIEBREAK+: Official Game of the ATP and WTA,2024-08-22,2024,Big Ant Studios,Melbourne,VIC,Victoria,Studio,Console|PC,24.99,10000.0,48,369,159,528,69.9,,521,3368,3872,True,False,False,"Simulation,Sports","Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Partial Controller Support,Steam Cloud,Remote Play Together,Family Sharing","Simulation,Sports,3D,Tennis,Character Customization,Controller,Multiplayer,Singleplayer,Early Access","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']",Big Ant Studios,Nacon
1534660,BURN,2024-08-08,2024,Convict Games,Melbourne,VIC,Victoria,Studio,Console|PC,2.39,10000.0,0,0,0,0,,,0,0,0,True,False,False,"Adventure,Casual,Indie,Simulation","Single-player,Steam Achievements,Partial Controller Support,HDR available,Family Sharing","Visual Novel,Choose Your Own Adventure,Multiple Endings,Choices Matter,Female Protagonist,Singleplayer,Interactive Fiction,Mystery,Surreal,Atmospheric,Cinematic,Narration,Colorful,Adventure,Drama,Stylized,Indie,Casual,2D,Simulation",['English'],Convict Games,Convict Games
347240,Challenge of the Five Realms: Spellbound in the World of Nhagardia,2015-04-01,2015,MicroProse,,,,Publisher,,1.39,10000.0,0,11,6,17,64.7,,0,0,0,True,True,True,"Adventure,RPG","Single-player,Family Sharing","Adventure,RPG,Classic",['English'],"MicroProse Software, Inc","Atari,Nightdive Studios"
3116640,Torque Drift 2,2024-11-28,2024,Grease Monkey Games,Melbourne,VIC,Victoria,Studio,PC|Mobile,9.99,10000.0,23,202,88,290,69.7,,321,897,1702,True,False,False,"Action,Indie,Racing,Simulation,Sports,Early Access","Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,In-App Purchases,Partial Controller Support,Family Sharing","Early Access,Indie,Driving,Racing,Realistic,Physics,Sports,Action,3D,Level Editor,Tutorial,Automobile Sim,Immersive Sim,Simulation,Singleplayer,Multiplayer,Online Co-Op,Co-op,First-Person,Third Person","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Russian', 'Simplified Chinese', 'Turkish', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Spanish - Latin America']",Grease Monkey Games,Grease Monkey Games
1575520,Fruit Ninja VR 2,2023-04-07,2023,Halfbrick Studios,Kelvin Grove,QLD,Queensland,Studio,Console,12.99,75000.0,1,67,23,90,74.4,,0,33,33,True,False,False,"Action,Casual,Simulation","Single-player,Multi-player,Co-op,Online Co-op,Steam Achievements,Tracked Controller Support,VR Only,Family Sharing","Simulation,Singleplayer,Music,Rhythm,Action,First-Person,VR,Physics,Swordplay,Casual,Sandbox,Family Friendly,Arcade,Multiplayer,Hack and Slash,Exploration,Cartoony,3D,Colorful,Immersive Sim","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese']",Halfbrick Studios Pty Ltd,Halfbrick Studios Pty Ltd
