AppID,Name,Release date,release_year,studio_name,studio_city,studio_state,studio_state_full,studio_type,studio_tags,Price,owners_estimate,Peak CCU,Positive,Negative,total_reviews,review_pct_positive,Metacritic score,Recommendations,Average playtime forever,Median playtime forever,Windows,Mac,Linux,Genres,Categories,Tags,Supported languages,Developers,Publishers
698790,PAPER FIRE ROOKIE (Formerly Paperville Panic),2018-09-19,2018,Ultimerse,Melbourne,VIC,Victoria,Service,VR,9.99,10000.0,0,43,16,59,72.9,,0,38,38,True,False,False,"Action,Adventure,Casual,Indie,Simulation","Single-player,Steam Achievements,Tracked Controller Support,VR Only,Family Sharing","VR,Action,Adventure,Casual,Simulation,Indie,Funny,Comedy,Cartoon,Satire,Arcade,First-Person,Singleplayer,3D,Colorful,6DOF,Family Friendly,Shoot 'Em Up",['English'],Ultimerse,Ultimerse
12590,Sprint Cars Road to Knoxville,2008-07-29,2008,Big Ant Studios,Melbourne,VIC,Victoria,Studio,Console|PC,4.49,35000.0,0,35,29,64,54.7,,0,15,15,True,False,False,Racing,"Single-player,Multi-player,Family Sharing",Racing,['English'],BigAnt Studios,Cosmi Valusoft
339600,VEGA Conflict,2015-12-14,2015,KIXEYE,Brisbane,QLD,Queensland,Studio,Mobile,0.0,1500000.0,290,2865,2020,4885,58.6,,0,3758,231,True,True,False,"Massively Multiplayer,Strategy,Free To Play","Multi-player,MMO,PvP,Online PvP,Cross-Platform Multiplayer,Steam Achievements","Free to Play,2D,Space,Massively Multiplayer,Strategy,Combat,Base-Building,Top-Down Shooter,Open World,RTS,Sandbox,PvE,Action,PvP,Sci-fi,Survival,Exploration,War,Multiplayer,Singleplayer","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Portugal', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Turkish']",KIXEYE,KIXEYE
347250,F-19 Stealth Fighter,2015-04-01,2015,MicroProse,,,,Publisher,,1.74,10000.0,1,80,9,89,89.9,,0,37,37,True,False,True,Simulation,"Single-player,Family Sharing","Simulation,Flight,Stealth,Classic,Retro",['English'],"MicroProse Software, Inc","Atari,Nightdive Studios"
1537830,Disney Speedstorm,2023-04-18,2023,Gameloft,Brisbane,QLD,Queensland,Publisher,,0.0,10000.0,169,0,0,0,,,993,288,84,True,False,False,"Action,Adventure,Casual,Racing,Simulation,Sports,Free To Play","Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,In-App Purchases,Stats","Racing,Multiplayer,Action,Combat Racing,Arcade,Driving,3D,Third Person,Character Customization,Casual,Simulation,Adventure,Free to Play,Sports,PvP,PvE,Vehicular Combat,Split Screen,Early Access,Automobile Sim","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Thai', 'Traditional Chinese', 'Turkish', 'Indonesian', 'Portuguese - Portugal', 'Spanish - Latin America']",Gameloft,Gameloft
1374350,Tiny Troopers: Global Ops,2023-03-09,2023,Epiphany Games,Sydney,NSW,New South Wales,Studio,,4.39,10000.0,0,35,27,62,56.5,,0,0,0,True,False,False,"Action,Indie","Single-player,Multi-player,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Cloud,Family Sharing","Shoot 'Em Up,Top-Down Shooter,Twin Stick Shooter,Shooter,Arcade,Character Customization,3D,Cute,Top-Down,Split Screen,Funny,Co-op,Controller,Local Co-Op,Online Co-Op,Multiplayer,Action,Singleplayer,Casual,Colorful","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']","Epiphany Games,Kukouri Mobile Entertainment",Wired Productions
270510,EPOCH,2014-06-05,2014,Uppercut Games,Canberra,ACT,Australian Capital Territory,Studio,Console|PC|Mobile,1.99,75000.0,1,135,28,163,82.8,,153,174,234,True,False,False,"Action,Indie","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Steam Leaderboards,Family Sharing","Action,Indie,Robots,On-Rails Shooter,Shooter,Post-apocalyptic,Third Person,Arcade,Sci-fi","['English', 'Russian']",Uppercut Games Pty Ltd,Uppercut Games Pty Ltd
1962660,Call of Duty®: Modern Warfare® II,2022-10-22,2022,Sledgehammer Games,Melbourne,VIC,Victoria,Studio,,27.99,10000.0,0,1822,5944,7766,23.5,,9615,0,0,True,False,False,Action,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Captions available,In-App Purchases","Action,FPS,Singleplayer,Multiplayer,Shooter,Military,War,Story Rich,Online Co-Op,Gore,PvP,Tactical,Realistic,Violent,Co-op,First-Person,Atmospheric,Third-Person Shooter,Third Person,Free to Play","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese']","Infinity Ward,Raven Software,Beenox,Treyarch,High Moon Studios,Sledgehammer Games,Demonware,Toys for Bob",Activision
362380,Push Me Pull You,2016-07-14,2016,House House,Melbourne,VIC,Victoria,Studio,Console|PC|Indie,14.99,10000.0,0,30,10,40,75.0,,0,16,16,True,True,True,"Action,Indie,Sports","Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Full controller support,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together,Family Sharing","Local Multiplayer,Sports,Indie,Physics,Action,Funny,Colorful,Cute,4 Player Local,Comedy,Multiplayer,Stylized,PvP,Team-Based,Competitive,Wrestling,Controller,Family Friendly,Party Game,Psychological Horror","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Portuguese - Brazil', 'Simplified Chinese']",House House,House House
1137690,Tinhead,2019-08-23,2019,MicroProse,,,,Publisher,,3.14,10000.0,0,7,7,14,50.0,,0,0,0,True,False,False,"Action,Adventure","Single-player,Family Sharing","Action,Adventure,Platformer",['English'],Microprose,"Piko Interactive LLC,Bleem!"
1704640,The Ancient Art of War in the Skies,2022-01-20,2022,MicroProse,,,,Publisher,,1.04,35000.0,0,8,0,8,100.0,,0,0,0,True,False,False,"Simulation,Strategy","Single-player,Family Sharing","Simulation,Strategy,Flight,Wargame,2D,Historical,1990's,Military,Retro,War,World War II,Combat,Singleplayer",['English'],Microprose,Atari
316140,Appointment with FEAR (Standalone),2014-08-26,2014,Tin Man Games,Melbourne,VIC,Victoria,Studio,,0.99,10000.0,0,56,46,102,54.9,,0,223,263,True,True,True,"Adventure,Indie","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Stats,Family Sharing","Adventure,Indie,Choose Your Own Adventure,Superhero,Interactive Fiction,Visual Novel,Comic Book",['English'],Tin Man Games,Tin Man Games
328930,Fleet Defender: The F-14 Tomcat Simulation,2014-10-30,2014,MicroProse,,,,Publisher,,1.39,10000.0,0,34,7,41,82.9,,0,9,9,True,False,True,Simulation,"Single-player,Family Sharing","Simulation,Flight,Retro,Classic",['English'],"MicroProse Software, Inc.","Atari,Nightdive Studios"
922490,Max Mustard,2024-10-16,2024,Toast Interactive,Gold Coast,QLD,Queensland,Studio,VR|PC,19.99,10000.0,0,36,2,38,94.7,,0,0,0,True,False,False,"Action,Adventure,Indie","Single-player,Steam Achievements,Tracked Controller Support,VR Only,Steam Cloud,Family Sharing","3D Platformer,VR,Action,Platformer,Adventure,6DOF,3D,Family Friendly,Controller,Multiple Endings,Fantasy,Futuristic,Jet,Space,Linear,Singleplayer,Indie,Story Rich,Nostalgia","['English', 'French', 'German', 'Spanish - Spain', 'Japanese', 'Korean']",Toast Interactive,Toast Interactive
1701380,Cricket 22,2021-12-01,2021,Big Ant Studios,Melbourne,VIC,Victoria,Studio,Console|PC,44.99,75000.0,15,1392,326,1718,81.0,,1704,11211,21880,True,False,False,"Simulation,Sports","Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Cloud,Remote Play Together,Family Sharing","Simulation,Sports,3D,Realistic,Family Friendly,Controller,Singleplayer,Multiplayer,Cricket,Co-op,Online Co-Op,Baseball,Management,Artificial Intelligence,Early Access,Immersive,Open World,Gambling,Violent,Horror",['English'],Big Ant Studios,Nacon
591740,Sniper Fury,2017-06-13,2017,Gameloft,Brisbane,QLD,Queensland,Publisher,,0.0,750000.0,76,1330,1399,2729,48.7,,0,543,30,True,False,False,"Action,Free To Play","Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Steam Trading Cards,In-App Purchases,Partial Controller Support,Stats","Free to Play,Action,Sniper,Shooter,Multiplayer,Singleplayer,FPS,First-Person,Violent,Open World,Gore,Co-op,Massively Multiplayer,Adventure,Online Co-Op,Controller,Funny,Great Soundtrack,Comedy,Indie","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Thai', 'Traditional Chinese', 'Turkish']",Gameloft,Gameloft
352440,Catacombs of the Undercity,2016-01-19,2016,Tin Man Games,Melbourne,VIC,Victoria,Studio,,0.99,10000.0,0,22,6,28,78.6,,0,471,471,True,True,True,"Adventure,Indie,RPG","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Family Sharing","RPG,Adventure,Indie,Choose Your Own Adventure,Text-Based",['English'],Tin Man Games,Tin Man Games
1100420,Praetorians - HD Remaster,2020-01-24,2020,Torus Games,Melbourne,VIC,Victoria,Studio,Console|PC,7.99,75000.0,18,900,85,985,91.4,,809,114,126,True,False,False,Strategy,"Single-player,Multi-player,PvP,Online PvP,Steam Achievements,Full controller support,Family Sharing","Strategy,RTS,Old School,Real Time Tactics,Multiplayer,Rome,Historical","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Polish', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Korean']","Torus Games,Pyro Studios",Kalypso Media
1061880,Conan Chop Chop,2022-03-01,2022,Mighty Kingdom,Adelaide,SA,South Australia,Studio,PC|Mobile,3.74,350000.0,3,452,295,747,60.5,72,420,209,170,True,False,False,"Action,Adventure,Indie","Single-player,Multi-player,Co-op,Online Co-op,Shared/Split Screen Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play Together,Family Sharing","Rogue-lite,Action Roguelike,Action,Adventure,Rogue-like,Local Co-Op,Loot,Online Co-Op,Hack and Slash,Cartoony,Character Customization,Dungeon Crawler,Multiplayer,Party Game,Action-Adventure,RPG,Funny,Arcade,Fantasy,4 Player Local","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Korean']",Mighty Kingdom,Funcom
3595230,Call of Duty®: Modern Warfare® II,2022-10-22,2022,Sledgehammer Games,Melbourne,VIC,Victoria,Studio,,27.99,10000.0,0,0,0,0,,,9619,471,146,True,False,False,Action,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Captions available,In-App Purchases",,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Traditional Chinese']","Infinity Ward,Raven Software,Beenox,Treyarch,High Moon Studios,Sledgehammer Games,Demonware,Toys for Bob",Activision
348180,Starship Traveller (Standalone),2015-03-11,2015,Tin Man Games,Melbourne,VIC,Victoria,Studio,,0.99,10000.0,0,47,27,74,63.5,,0,205,207,True,True,True,"Adventure,Indie,RPG","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Family Sharing","Adventure,RPG,Indie,Choose Your Own Adventure,Space,Sci-fi,Interactive Fiction",['English'],Tin Man Games,Tin Man Games
2519060,Call of Duty®: Modern Warfare® III,2023-11-10,2023,Sledgehammer Games,Melbourne,VIC,Victoria,Studio,,34.99,10000.0,0,4269,8896,13165,32.4,,14535,0,0,True,False,False,Action,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Captions available,In-App Purchases","Action,FPS,Multiplayer,Singleplayer,Shooter,Military,First-Person,War,PvP,Modern,Co-op,Tactical,Violent,Online Co-Op,Story Rich,Gore,Realistic,Combat,Open World,PvE","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Thai', 'Traditional Chinese']","Sledgehammer Games,Treyarch,Infinity Ward,Beenox,Raven Software,High Moon Studios,Demonware",Activision
335450,Curse of the Assassin,2015-05-12,2015,Tin Man Games,Melbourne,VIC,Victoria,Studio,,0.99,10000.0,0,24,3,27,88.9,,0,1777,1830,True,True,True,"Adventure,Indie,RPG","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Family Sharing","Adventure,RPG,Indie,Choose Your Own Adventure",['English'],Tin Man Games,Tin Man Games
319300,Trainz Trouble,2014-08-26,2014,N3V Games,Helensvale,QLD,Queensland,Publisher,,0.99,35000.0,0,43,17,60,71.7,,0,12,12,True,False,False,Casual,"Single-player,Family Sharing","Casual,Trains,Puzzle,Strategy",['English'],N3V Games,N3V Games
1851330,Heroes Of The Dark,2022-04-06,2022,Gameloft,Brisbane,QLD,Queensland,Publisher,,0.0,0.0,0,0,0,0,,,0,0,0,True,False,False,"Action,Free To Play,Massively Multiplayer,RPG,Simulation,Strategy","Single-player,Multi-player,MMO,PvP,Online PvP,Co-op,Online Co-op,Cross-Platform Multiplayer,In-App Purchases",,"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Portugal', 'Simplified Chinese', 'Traditional Chinese']",Gameloft,Gameloft
1713080,CrossOver: Roll For Initiative,2024-07-23,2024,MicroProse,,,,Publisher,,0.99,10000.0,0,35,2,37,94.6,,0,0,0,True,False,False,"Action,Adventure,Casual,Indie,RPG,Simulation,Sports,Strategy","Single-player,Multi-player,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Partial Controller Support,Steam Leaderboards,Remote Play Together,Family Sharing","RPG,Puzzle,Action RTS,Match 3,Strategy,Singleplayer,Online Co-Op,Real Time Tactics,Tabletop,RTS,Casual,1980s,Stylized,Pixel Graphics,Fantasy,Magic,Character Customization,Resource Management,Management,Surreal",['English'],"Gaterooze, Ink,MicroProse Software",MicroProse Software
266510,Hand of Fate,2015-02-17,2015,Defiant Development,Brisbane,QLD,Queensland,Studio,Console|PC,19.99,750000.0,6,9433,1126,10559,89.3,78,7958,412,214,True,True,True,"Action,Indie,RPG","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards,Remote Play on TV,Family Sharing","Roguelike Deckbuilder,Rogue-like,Deckbuilding,Card Game,Action Roguelike,RPG,Singleplayer,Action,Fantasy,Indie,Choose Your Own Adventure,Adventure,Rogue-lite,Third Person,Action RPG,Board Game,Hack and Slash,Atmospheric,Difficult,Tabletop","['English', 'French', 'German', 'Spanish - Spain', 'Russian', 'Hungarian', 'Japanese', 'Korean', 'Ukrainian', 'Italian', 'Portuguese - Brazil', 'Simplified Chinese']",Defiant Development,Defiant Development
299380,Masquerade: The Baubles of Doom,2016-04-20,2016,Big Ant Studios,Melbourne,VIC,Victoria,Studio,Console|PC,14.99,10000.0,0,17,53,70,24.3,,0,520,520,True,False,False,"Action,Adventure,Casual,Indie","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards,Remote Play on TV,Family Sharing","Action,Adventure,Indie,Casual","['English', 'French', 'Italian', 'German', 'Spanish - Spain']",Big Ant Studios,Big Ant Studios
1927720,Monument Valley,2022-07-12,2022,ustwo,,,,Studio,,2.79,350000.0,58,6189,120,6309,98.1,,6493,155,126,True,False,False,"Adventure,Casual,Indie,Strategy","Single-player,Steam Achievements,Full controller support,Mouse Only Option,Playable without Timed Input,Save Anytime,Steam Cloud,Family Sharing","Puzzle,Relaxing,Adventure,Singleplayer,Casual,Exploration,Design & Illustration,Female Protagonist,Strategy,Emotional,3D,Point & Click,Puzzle-Platformer,Third Person,Linear,Fantasy,Atmospheric,Indie,Mystery,Precision Platformer","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Dutch', 'Japanese', 'Korean', 'Portuguese - Portugal', 'Russian', 'Simplified Chinese', 'Swedish', 'Traditional Chinese', 'Turkish']",ustwo games,ustwo games
654090,High clear VR,2017-06-28,2017,Five Star Games,Sydney,NSW,New South Wales,Other,Hardware,19.99,10000.0,0,43,18,61,70.5,,0,0,0,True,False,False,"Action,Casual,Sports","Single-player,Multi-player,PvP,Online PvP,Tracked Controller Support,VR Only,Steam Cloud,Steam Leaderboards,Family Sharing","Action,Casual,Sports,VR",['English'],FiveStarGames,FiveStarGames
1151160,Chaos Theory Pirates,2020-05-01,2020,Chaos Theory Games,Sydney,NSW,New South Wales,Service,PC,5.99,10000.0,0,4,2,6,66.7,,0,0,0,True,False,False,"Adventure,Indie,RPG,Simulation,Strategy,Early Access","Single-player,Family Sharing","Strategy,RPG,Indie,Simulation,Adventure,Early Access",['English'],Chaos Theory Studios Ltd.,Chaos Theory Studios Ltd.
837470,Untitled Goose Game,2020-09-23,2020,House House,Melbourne,VIC,Victoria,Studio,Console|PC|Indie,8.99,1500000.0,100,21184,920,22104,95.8,79,21101,193,119,True,True,False,"Action,Indie","Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV,Remote Play Together,Family Sharing","Funny,Villain Protagonist,Multiplayer,Co-op,Cute,Comedy,Indie,Puzzle,Stealth,Singleplayer,Family Friendly,Local Co-Op,Colorful,Sandbox,Local Multiplayer,Physics,Third Person,Adventure,Action,Simulation","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Simplified Chinese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Czech', 'Dutch', 'Turkish']",House House,Panic
811080,Total Esports Action Manager,2019-04-02,2019,Mighty Games,Melbourne,VIC,Victoria,Studio,Mobile|Console,9.99,10000.0,0,6,10,16,37.5,,0,0,0,True,True,False,"Simulation,Sports,Strategy","Single-player,Steam Cloud,Family Sharing","Sports,Strategy,Simulation",['English'],Mighty Games,Mighty Games
287840,TY the Tasmanian Tiger 4,2015-09-17,2015,Krome Studios,Brisbane,QLD,Queensland,Studio,,3.49,35000.0,0,218,58,276,79.0,,242,274,394,True,False,False,"Action,Adventure,Indie","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards,Family Sharing","Adventure,Action,Indie,Platformer,2D,Singleplayer","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese']",Krome Studios,Krome Studios
2000800,B-17 Flying Fortress : The Mighty 8th Redux,2024-01-25,2024,MicroProse,,,,Publisher,,9.74,35000.0,4,174,86,260,66.9,,292,414,414,True,False,False,"Action,Simulation,Strategy,Early Access","Single-player,Family Sharing","Action,Simulation,Strategy,Action-Adventure,Flight,Wargame,3D,Cinematic,Tactical,World War II,War,Character Customization,Choices Matter,Combat,Vehicular Combat,Multiplayer,Singleplayer,Early Access",['English'],MicroProse Software,MicroProse Software
1403440,Broken Roads,2024-04-10,2024,Drop Bear Bytes,Melbourne,VIC,Victoria,Studio,Console|PC,13.99,75000.0,4,211,168,379,55.7,,316,207,207,True,False,False,RPG,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Family Sharing","RPG,Post-apocalyptic,Isometric,Philosophical,CRPG,Singleplayer,Party-Based RPG,Choices Matter,Story Rich,Indie,Turn-Based,Exploration,Nonlinear,Character Customization,Hand-drawn,Adventure,Multiple Endings,Turn-Based Combat,Strategy RPG,2.5D","['English', 'French', 'German', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America']",Drop Bear Bytes,"Versus Evil,tinyBuild"
329680,Task Force 1942: Surface Naval Action in the South Pacific,2014-11-06,2014,MicroProse,,,,Publisher,,4.89,10000.0,0,18,11,29,62.1,,0,0,0,True,True,True,Simulation,"Single-player,Family Sharing","Simulation,Naval Combat,Naval,World War II,Retro",['English'],MicroProse Software,MicroProse Software
933110,Age of Empires III: Definitive Edition,2020-10-15,2020,Tantalus Media,Melbourne,VIC,Victoria,Studio,PC,0.0,1500000.0,3016,40941,7401,48342,84.7,75,35739,1799,291,True,False,False,"Strategy,Free To Play","Single-player,Multi-player,PvP,Online PvP,LAN PvP,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Cloud","Strategy,Base-Building,RTS,Multiplayer,Military,City Builder,Historical,War,Singleplayer,Free to Play,Resource Management,PvP,Combat,3D,Online Co-Op,Co-op,Medieval,Moddable,Story Rich,Level Editor","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Turkish', 'Vietnamese']","World's Edge,Tantalus Media,Forgotten Empires",Xbox Game Studios
991480,Santa Simulator,2018-12-07,2018,Toast Interactive,Gold Coast,QLD,Queensland,Studio,VR|PC,6.99,10000.0,0,22,4,26,84.6,,0,6,6,True,False,False,"Casual,Indie,Simulation","Single-player,Tracked Controller Support,VR Only,Family Sharing","Casual,Simulation,Indie,VR",['English'],Toast Interactive,Toast Interactive
268870,Satellite Reign,2015-08-27,2015,5 Lives Studios,Brisbane,QLD,Queensland,Studio,PC,5.99,1500000.0,5,3737,1492,5229,71.5,75,2571,316,185,True,True,True,"Action,Indie,Strategy","Single-player,Multi-player,PvP,Online PvP,LAN PvP,Co-op,Online Co-op,LAN Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Cloud,Steam Leaderboards,Family Sharing","Cyberpunk,Strategy,Action,Sci-fi,Indie,Tactical,Real-Time,Open World,Stealth,Co-op,Isometric,Top-Down,Class-Based,Singleplayer,RPG,Kickstarter,RTS,Multiplayer,Atmospheric,Great Soundtrack","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Czech', 'Russian']",5 Lives Studios,5 Lives Studios
649640,Ashes Cricket,2017-12-15,2017,Big Ant Studios,Melbourne,VIC,Victoria,Studio,Console|PC,24.99,75000.0,0,403,88,491,82.1,,483,14752,14752,True,False,False,"Indie,Sports","Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Steam Leaderboards,Remote Play on TV,Remote Play Together,Family Sharing","Sports,Indie,Cricket",['English'],Big Ant Studios,Big Ant Studios
793560,Warfare 1944,2020-07-07,2020,MicroProse,,,,Publisher,,9.99,10000.0,0,64,63,127,50.4,,0,16,16,True,False,False,"Action,Indie,Simulation,Strategy,Early Access","Multi-player,PvP,Online PvP,Family Sharing","Action,Early Access,Indie,Strategy,Simulation,World War II,Multiplayer,FPS,First-Person",['English'],MicroProse Software,MicroProse Software
1985820,Call of Duty®: Vanguard,2023-03-08,2023,Sledgehammer Games,Melbourne,VIC,Victoria,Studio,,23.99,150000.0,87,2275,1129,3404,66.8,,3629,776,711,True,False,False,Action,"Single-player,Multi-player,PvP,Online PvP,Co-op,Online Co-op,Steam Achievements,Full controller support,In-App Purchases","Action,Shooter,FPS,Singleplayer,First-Person,Zombies,Military,World War II,Multiplayer,PvP,Tactical,Gore,Co-op,Gun Customization,Violent,Online Co-Op,PvE,Psychological Horror,Alternate History,Female Protagonist","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Spanish - Latin America', 'Traditional Chinese']","Sledgehammer Games,Treyarch,High Moon Studios,Raven Software,Beenox,Demonware",Activision
979480,Born Punk,2022-06-17,2022,Insert Disk 22,Melbourne,VIC,Victoria,Studio,,19.99,10000.0,0,115,28,143,80.4,,104,12,12,True,True,True,"Adventure,Indie","Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Family Sharing","Cyberpunk,Point & Click,Adventure,Pixel Graphics,Comedy,Thriller,Puzzle,Futuristic,Sci-fi,Female Protagonist,Colorful,Story Rich,Mystery,Cats,2D,Multiple Endings,Singleplayer,Hand-drawn,Choices Matter,Indie",['English'],Insert Disk 22,Insert Disk 22
340800,Unhack,2015-01-09,2015,InvertMouse,Sydney,NSW,New South Wales,Studio,,3.99,35000.0,0,262,43,305,85.9,,139,206,271,True,True,True,Indie,"Single-player,Steam Trading Cards,Family Sharing","Indie,Anime,Puzzle,Visual Novel,Short,Singleplayer",['English'],InvertMouse,InvertMouse
476600,Call of Duty®: WWII,2017-11-02,2017,Sledgehammer Games,Melbourne,VIC,Victoria,Studio,,19.79,3500000.0,298,30055,13278,43333,69.4,,31535,537,392,True,False,False,Action,"Single-player,Multi-player,PvP,Online PvP,Shared/Split Screen PvP,Co-op,Online Co-op,Shared/Split Screen Co-op,Steam Achievements,Full controller support,Steam Trading Cards,In-App Purchases,Steam Cloud,Valve Anti-Cheat enabled,Remote Play on TV,Family Sharing","World War II,FPS,Multiplayer,Singleplayer,Zombies,War,Action,Shooter,First-Person,Co-op,Violent,Gore,Historical,Story Rich,Psychological Horror,Horror,Massively Multiplayer,Open World,Female Protagonist,Heist","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese']","Sledgehammer Games,Raven Software",Activision
886350,Clouded,2018-12-12,2018,Noble Steed Games,Sydney,NSW,New South Wales,Service,Promo|Educational,2.99,10000.0,0,6,1,7,85.7,,0,0,0,True,True,False,Indie,"Single-player,Family Sharing",Indie,['English'],Noble Steed Games,Noble Steed Games
454250,The Eyes of Ara,2016-07-19,2016,100 Stones Interactive,Melbourne,VIC,Victoria,Studio,Indie,4.49,75000.0,3,660,135,795,83.0,,728,453,451,True,True,False,"Adventure,Casual,Indie","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Family Sharing","Adventure,Puzzle,Mystery,Point & Click,Logic,First-Person,Hidden Object,Exploration,Atmospheric,Investigation,Difficult,Old School,Sci-fi,Female Protagonist,Story Rich,3D,Singleplayer,Casual,Indie,Retro","['English', 'German', 'Russian', 'French', 'Italian', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Simplified Chinese']",100 Stones Interactive,100 Stones Interactive
1206930,Malediction,2019-12-31,2019,Desert Beagle,Melbourne,VIC,Victoria,Studio,PC,0.0,75000.0,0,84,27,111,75.7,,0,0,0,True,False,False,"Action,Adventure,Casual,Free To Play,Indie",Single-player,"Free to Play,Action,Indie,Adventure,Casual,Magic,Puzzle-Platformer,Puzzle,3D,3D Platformer,Physics,Time Manipulation,Multiplayer",['English'],Desert Beagle Studios,FIEA
